DrawingNumbers,Powerball,Result,Jackpot,Weekday,Date
"[18, 27, 32, 38, 42]",20,0,23614872,Tuesday,2009-12-29
"[2, 14, 27, 39, 42]",10,0,20897631,Tuesday,2009-12-22
"[5, 8, 11, 28, 34]",15,0,18512668,Friday,2009-12-18
"[7, 29, 31, 32, 39]",13,0,16224029,Tuesday,2009-12-15
"[10, 20, 22, 23, 35]",17,0,13831581,Friday,2009-12-11
"[13, 16, 37, 39, 42]",7,0,11593243,Tuesday,2009-12-08
"[17, 23, 27, 38, 43]",4,0,9363139,Friday,2009-12-04
"[5, 8, 25, 41, 45]",13,0,7022907,Tuesday,2009-12-01
"[12, 18, 31, 37, 45]",16,0,4541137,Friday,2009-11-27
"[1, 18, 19, 32, 42]",9,0,2107658,Tuesday,2009-11-24
"[12, 16, 28, 42, 44]",4,1,6950136,Friday,2009-11-20
"[1, 9, 23, 41, 43]",3,0,4760127,Tuesday,2009-11-17
"[32, 35, 38, 39, 43]",19,0,2497381,Friday,2009-11-13
"[12, 20, 22, 28, 33]",14,1,7147812,Tuesday,2009-11-10
"[10, 17, 23, 31, 42]",19,0,4749759,Friday,2009-11-06
"[18, 24, 27, 36, 40]",11,0,2268385,Tuesday,2009-11-03
"[11, 14, 16, 30, 31]",8,1,12483280,Friday,2009-10-30
"[5, 15, 17, 31, 37]",3,0,10000000,Tuesday,2009-10-27
"[12, 15, 20, 36, 38]",6,1,30000000,Friday,2009-10-23
"[3, 21, 23, 32, 35]",7,0,2706808,Friday,2010-12-31
"[5, 6, 7, 9, 17]",11,1,27461634,Tuesday,2010-12-28
"[26, 30, 31, 33, 40]",3,0,24791362,Friday,2010-12-24
"[19, 25, 31, 39, 40]",14,0,21544895,Tuesday,2010-12-21
"[1, 7, 8, 17, 30]",17,0,18364481,Friday,2010-12-17
"[12, 30, 31, 32, 35]",4,0,15257821,Tuesday,2010-12-14
"[6, 13, 18, 24, 41]",7,0,12346450,Friday,2010-12-10
"[12, 28, 30, 44, 45]",9,0,9297740,Tuesday,2010-12-07
"[19, 24, 37, 43, 45]",10,0,6357543,Friday,2010-12-03
"[3, 6, 11, 12, 25]",9,0,3117562,Tuesday,2010-11-30
"[12, 17, 22, 25, 34]",19,1,3352789,Friday,2010-11-26
"[2, 9, 10, 33, 43]",6,1,42656872,Tuesday,2010-11-23
"[1, 17, 19, 26, 32]",4,0,38859683,Friday,2010-11-19
"[4, 28, 32, 38, 40]",2,0,34750340,Tuesday,2010-11-16
"[4, 8, 11, 16, 40]",17,0,31003973,Friday,2010-11-12
"[6, 22, 29, 35, 45]",8,0,26886805,Tuesday,2010-11-09
"[1, 4, 25, 26, 32]",10,0,23079189,Friday,2010-11-05
"[12, 13, 21, 22, 29]",9,0,19492100,Tuesday,2010-11-02
"[10, 31, 32, 39, 45]",10,0,16116518,Friday,2010-10-29
"[13, 28, 32, 35, 36]",8,0,12482772,Tuesday,2010-10-26
"[10, 15, 16, 22, 36]",1,0,9274905,Friday,2010-10-22
"[9, 11, 17, 35, 38]",16,0,6156748,Tuesday,2010-10-19
"[4, 14, 26, 34, 44]",12,0,3262703,Friday,2010-10-15
"[1, 17, 18, 19, 44]",14,1,64547102,Tuesday,2010-10-12
"[3, 7, 16, 21, 40]",3,0,59062479,Friday,2010-10-08
"[3, 15, 25, 32, 38]",4,0,52764996,Tuesday,2010-10-05
"[16, 22, 28, 30, 31]",20,0,47692754,Friday,2010-10-01
"[1, 3, 4, 5, 40]",15,0,42377052,Tuesday,2010-09-28
"[1, 5, 10, 16, 19]",8,0,37740536,Friday,2010-09-24
"[31, 33, 36, 40, 42]",13,0,33930735,Tuesday,2010-09-21
"[2, 19, 28, 42, 44]",5,0,30152355,Friday,2010-09-17
"[3, 23, 29, 33, 40]",2,0,25924666,Tuesday,2010-09-14
"[1, 17, 19, 33, 38]",1,0,22347777,Friday,2010-09-10
"[3, 25, 37, 42, 44]",10,0,18393816,Tuesday,2010-09-07
"[12, 17, 37, 41, 43]",8,0,15364634,Friday,2010-09-03
"[12, 27, 37, 41, 44]",20,0,12042106,Tuesday,2010-08-31
"[7, 8, 26, 36, 42]",20,0,8862943,Friday,2010-08-27
"[6, 23, 27, 33, 44]",16,0,5601290,Tuesday,2010-08-24
"[15, 21, 24, 32, 44]",11,0,2928005,Friday,2010-08-20
"[11, 17, 30, 35, 45]",20,1,30521058,Tuesday,2010-08-17
"[8, 9, 10, 31, 39]",12,0,26625622,Friday,2010-08-13
"[9, 19, 31, 33, 45]",16,0,22589379,Tuesday,2010-08-10
"[1, 3, 13, 22, 29]",18,0,19838004,Friday,2010-08-06
"[1, 6, 15, 35, 44]",20,0,16447363,Tuesday,2010-08-03
"[2, 9, 21, 25, 37]",12,0,13033929,Friday,2010-07-30
"[2, 7, 19, 24, 30]",20,0,9459798,Tuesday,2010-07-27
"[18, 23, 24, 33, 37]",15,0,6297840,Friday,2010-07-23
"[1, 21, 27, 32, 36]",9,0,2974822,Tuesday,2010-07-20
"[13, 20, 42, 44, 45]",12,1,3623437,Friday,2010-07-16
"[5, 11, 13, 20, 30]",15,1,69542295,Tuesday,2010-07-13
"[12, 15, 18, 20, 25]",13,0,62468008,Friday,2010-07-09
"[7, 8, 21, 39, 41]",9,0,55038362,Tuesday,2010-07-06
"[2, 6, 7, 9, 31]",7,0,48579364,Friday,2010-07-02
"[5, 8, 9, 23, 35]",9,0,42231889,Tuesday,2010-06-29
"[13, 23, 31, 40, 42]",11,0,36616857,Friday,2010-06-25
"[16, 23, 36, 40, 45]",19,0,31669951,Tuesday,2010-06-22
"[6, 8, 9, 11, 22]",15,0,27944190,Friday,2010-06-18
"[13, 25, 34, 40, 41]",7,0,24185528,Tuesday,2010-06-15
"[12, 14, 18, 23, 42]",13,0,20505294,Friday,2010-06-11
"[7, 8, 23, 30, 39]",6,0,17115989,Tuesday,2010-06-08
"[1, 16, 20, 27, 33]",13,0,13831410,Friday,2010-06-04
"[2, 5, 12, 23, 45]",15,0,10498943,Tuesday,2010-06-01
"[2, 9, 24, 26, 42]",2,0,7503422,Friday,2010-05-28
"[4, 15, 21, 30, 32]",8,0,4820608,Tuesday,2010-05-25
"[2, 14, 25, 30, 40]",2,0,2368222,Friday,2010-05-21
"[6, 17, 25, 29, 42]",6,1,18299965,Tuesday,2010-05-18
"[6, 8, 15, 32, 42]",7,0,15620625,Friday,2010-05-14
"[4, 14, 17, 42, 44]",13,0,12881090,Tuesday,2010-05-11
"[10, 18, 25, 26, 34]",15,0,10349534,Friday,2010-05-07
"[9, 17, 28, 36, 43]",4,0,7609842,Tuesday,2010-05-04
"[1, 11, 30, 35, 44]",15,0,4865951,Friday,2010-04-30
"[13, 14, 23, 24, 27]",1,0,2060602,Tuesday,2010-04-27
"[12, 18, 43, 44, 45]",5,1,10399745,Friday,2010-04-23
"[7, 20, 26, 32, 39]",3,0,7771243,Tuesday,2010-04-20
"[7, 19, 21, 37, 40]",18,0,5314858,Friday,2010-04-16
"[15, 18, 28, 42, 45]",5,0,2563273,Tuesday,2010-04-13
"[2, 16, 27, 30, 31]",15,1,18426344,Friday,2010-04-09
"[2, 13, 19, 38, 42]",16,0,15304941,Tuesday,2010-04-06
"[9, 27, 30, 35, 42]",17,0,11651861,Tuesday,2010-03-30
"[25, 30, 33, 36, 44]",15,0,8393869,Friday,2010-03-26
"[1, 6, 9, 10, 15]",11,0,5530507,Tuesday,2010-03-23
"[7, 11, 33, 44, 45]",3,0,3046000,Friday,2010-03-19
"[16, 32, 40, 42, 45]",16,1,3129922,Tuesday,2010-03-16
"[8, 14, 18, 22, 28]",10,1,10657820,Friday,2010-03-12
"[3, 6, 11, 28, 45]",15,0,7147749,Tuesday,2010-03-09
"[10, 11, 12, 22, 38]",10,0,3749040,Friday,2010-03-05
"[1, 12, 15, 36, 43]",6,1,15604303,Tuesday,2010-03-02
"[4, 9, 14, 23, 37]",8,0,11615686,Friday,2010-02-26
"[4, 12, 18, 34, 41]",14,0,7283328,Tuesday,2010-02-23
"[7, 8, 10, 22, 35]",4,0,3839124,Friday,2010-02-19
"[22, 23, 30, 33, 44]",9,1,5000000,Tuesday,2010-02-16
"[6, 32, 36, 38, 45]",1,1,91068427,Friday,2010-02-12
"[10, 18, 26, 36, 45]",19,0,81332877,Tuesday,2010-02-09
"[1, 8, 21, 29, 39]",20,0,73048346,Friday,2010-02-05
"[7, 25, 33, 38, 42]",8,0,64697596,Tuesday,2010-02-02
"[2, 6, 39, 42, 43]",3,0,57232839,Friday,2010-01-29
"[2, 3, 15, 21, 36]",19,0,50371493,Tuesday,2010-01-26
"[7, 11, 18, 19, 34]",7,0,44787663,Friday,2010-01-22
"[10, 16, 18, 21, 38]",18,0,39977546,Tuesday,2010-01-19
"[1, 5, 21, 42, 44]",8,0,36561942,Friday,2010-01-15
"[10, 11, 18, 30, 35]",7,0,32920898,Tuesday,2010-01-12
"[6, 15, 27, 39, 45]",19,0,30336467,Friday,2010-01-08
"[1, 8, 31, 43, 44]",11,0,27687095,Tuesday,2010-01-05
"[17, 21, 24, 32, 37]",10,0,25219570,Friday,2010-01-01
"[11, 15, 20, 33, 37]",16,0,2573143,Friday,2011-12-30
"[10, 12, 17, 24, 26]",3,1,14968166,Tuesday,2011-12-27
"[7, 13, 21, 22, 40]",20,0,13042337,Friday,2011-12-23
"[20, 21, 25, 37, 40]",5,0,10136821,Tuesday,2011-12-20
"[14, 26, 28, 33, 45]",11,0,7443501,Friday,2011-12-16
"[14, 16, 22, 32, 35]",13,0,5026628,Tuesday,2011-12-13
"[1, 3, 18, 36, 37]",11,0,2618631,Friday,2011-12-09
"[6, 15, 16, 28, 41]",1,1,16224070,Tuesday,2011-12-06
"[5, 6, 25, 38, 40]",16,0,13455044,Friday,2011-12-02
"[12, 27, 28, 32, 34]",5,0,10396079,Tuesday,2011-11-29
"[23, 26, 29, 41, 44]",14,0,7690591,Friday,2011-11-25
"[5, 24, 29, 34, 44]",18,0,4802228,Tuesday,2011-11-22
"[9, 24, 36, 37, 45]",14,0,2543676,Friday,2011-11-18
"[8, 18, 30, 38, 44]",5,1,2477488,Tuesday,2011-11-15
"[1, 6, 7, 10, 35]",14,1,5648665,Friday,2011-11-11
"[8, 10, 11, 15, 45]",20,0,2680203,Tuesday,2011-11-08
"[9, 25, 31, 34, 42]",10,1,42255928,Friday,2011-11-04
"[13, 23, 34, 39, 43]",7,0,37589153,Tuesday,2011-11-01
"[3, 15, 36, 37, 41]",6,0,33346689,Friday,2011-10-28
"[11, 12, 20, 35, 38]",1,0,29627473,Tuesday,2011-10-25
"[2, 16, 23, 39, 42]",9,0,26663017,Friday,2011-10-21
"[2, 8, 12, 15, 32]",13,0,23663233,Tuesday,2011-10-18
"[15, 20, 21, 31, 35]",5,0,20901649,Friday,2011-10-14
"[8, 10, 24, 39, 43]",8,0,17786971,Tuesday,2011-10-11
"[33, 36, 38, 40, 44]",4,0,14993778,Friday,2011-10-07
"[8, 10, 26, 40, 42]",4,0,11840586,Tuesday,2011-10-04
"[11, 21, 24, 28, 35]",17,0,8786034,Friday,2011-09-30
"[1, 7, 8, 22, 40]",18,0,5656161,Tuesday,2011-09-27
"[5, 22, 24, 25, 27]",5,0,2886998,Friday,2011-09-23
"[8, 10, 23, 31, 38]",8,1,8395464,Tuesday,2011-09-20
"[2, 3, 4, 28, 38]",20,0,5716820,Friday,2011-09-16
"[5, 11, 17, 28, 44]",20,0,2691821,Tuesday,2011-09-13
"[10, 18, 23, 36, 40]",4,1,3301766,Friday,2011-09-09
"[1, 2, 5, 30, 40]",3,1,54740386,Tuesday,2011-09-06
"[15, 25, 34, 43, 45]",1,0,49859652,Friday,2011-09-02
"[4, 5, 19, 37, 38]",15,0,45156723,Tuesday,2011-08-30
"[10, 18, 20, 36, 39]",13,0,41137341,Friday,2011-08-26
"[4, 17, 20, 22, 31]",13,0,36653664,Tuesday,2011-08-23
"[5, 14, 19, 21, 28]",11,0,33325749,Friday,2011-08-19
"[3, 10, 16, 21, 22]",9,0,29856251,Tuesday,2011-08-16
"[2, 8, 39, 41, 43]",16,0,26397131,Friday,2011-08-12
"[31, 37, 38, 43, 45]",15,0,23237755,Tuesday,2011-08-09
"[5, 9, 10, 21, 44]",10,0,20854766,Friday,2011-08-05
"[3, 9, 16, 27, 31]",13,0,17546690,Tuesday,2011-08-02
"[7, 12, 23, 40, 42]",2,0,14519379,Friday,2011-07-29
"[18, 26, 28, 34, 36]",3,0,11227328,Tuesday,2011-07-26
"[13, 22, 25, 26, 35]",13,0,8434807,Friday,2011-07-22
"[2, 14, 15, 18, 29]",20,0,5581368,Tuesday,2011-07-19
"[9, 16, 19, 24, 28]",19,0,2970504,Friday,2011-07-15
"[10, 16, 28, 34, 45]",6,1,35206645,Tuesday,2011-07-12
"[5, 22, 30, 32, 33]",18,0,31562753,Friday,2011-07-08
"[2, 30, 31, 34, 42]",5,0,28198224,Tuesday,2011-07-05
"[2, 9, 31, 35, 37]",4,0,25041903,Friday,2011-07-01
"[2, 16, 25, 37, 41]",12,0,21485429,Tuesday,2011-06-28
"[6, 18, 28, 31, 36]",20,0,18275434,Friday,2011-06-24
"[2, 8, 28, 30, 35]",13,0,14966512,Tuesday,2011-06-21
"[15, 23, 33, 44, 45]",6,0,12161620,Friday,2011-06-17
"[11, 16, 34, 39, 40]",11,0,9071022,Tuesday,2011-06-14
"[13, 24, 26, 30, 42]",16,0,6217537,Friday,2011-06-10
"[10, 16, 24, 32, 35]",7,0,3005843,Tuesday,2011-06-07
"[6, 30, 31, 33, 36]",16,1,102016595,Friday,2011-06-03
"[7, 8, 13, 33, 35]",17,0,90592370,Tuesday,2011-05-31
"[7, 16, 22, 34, 45]",17,0,82856413,Friday,2011-05-27
"[13, 16, 21, 41, 45]",18,0,75903541,Tuesday,2011-05-24
"[3, 7, 10, 31, 42]",6,0,70376366,Friday,2011-05-20
"[13, 16, 24, 26, 27]",10,0,64579367,Tuesday,2011-05-17
"[4, 10, 11, 32, 38]",6,0,59734277,Friday,2011-05-13
"[1, 17, 31, 41, 43]",1,0,54184157,Tuesday,2011-05-10
"[4, 9, 20, 38, 45]",2,0,49896046,Friday,2011-05-06
"[8, 10, 11, 33, 34]",17,0,45589880,Tuesday,2011-05-03
"[1, 15, 39, 41, 45]",7,0,42070879,Friday,2011-04-29
"[12, 16, 25, 37, 45]",7,0,38178592,Tuesday,2011-04-26
"[8, 14, 15, 16, 38]",2,0,34239693,Tuesday,2011-04-19
"[8, 15, 18, 25, 37]",5,0,31182453,Friday,2011-04-15
"[7, 20, 27, 35, 37]",10,0,28063612,Tuesday,2011-04-12
"[1, 14, 37, 39, 40]",3,0,25454393,Friday,2011-04-08
"[16, 23, 25, 33, 34]",9,0,22593290,Tuesday,2011-04-05
"[1, 12, 23, 36, 42]",18,0,19831783,Friday,2011-04-01
"[3, 15, 17, 24, 38]",13,0,16835332,Tuesday,2011-03-29
"[13, 16, 25, 36, 39]",8,0,14149627,Friday,2011-03-25
"[8, 15, 24, 39, 41]",8,0,11415269,Tuesday,2011-03-22
"[8, 28, 36, 40, 42]",4,0,9512305,Friday,2011-03-18
"[12, 22, 32, 36, 43]",10,0,7070429,Tuesday,2011-03-15
"[5, 34, 39, 43, 45]",8,0,4824277,Friday,2011-03-11
"[17, 21, 31, 34, 41]",4,0,2350782,Tuesday,2011-03-08
"[7, 13, 18, 34, 44]",20,1,5292362,Friday,2011-03-04
"[1, 7, 24, 28, 37]",15,0,2627079,Tuesday,2011-03-01
"[3, 24, 31, 37, 41]",2,1,7443787,Friday,2011-02-25
"[4, 10, 12, 33, 35]",16,0,4673560,Tuesday,2011-02-22
"[2, 7, 12, 17, 31]",17,0,2461637,Friday,2011-02-18
"[1, 17, 23, 41, 42]",17,1,22420181,Tuesday,2011-02-15
"[14, 25, 27, 31, 34]",10,0,19670160,Friday,2011-02-11
"[14, 20, 22, 34, 35]",8,0,16747399,Tuesday,2011-02-08
"[11, 12, 16, 31, 37]",3,0,13995554,Friday,2011-02-04
"[2, 5, 29, 39, 41]",7,0,10932870,Tuesday,2011-02-01
"[5, 9, 11, 22, 37]",7,0,8021787,Friday,2011-01-28
"[3, 9, 12, 18, 38]",9,0,5055855,Tuesday,2011-01-25
"[6, 13, 18, 19, 22]",10,0,2497893,Friday,2011-01-21
"[5, 10, 36, 41, 44]",18,1,15953620,Tuesday,2011-01-18
"[8, 16, 21, 36, 42]",4,0,13397461,Friday,2011-01-14
"[14, 15, 22, 27, 37]",7,0,10542001,Tuesday,2011-01-11
"[9, 12, 26, 29, 34]",12,0,7965601,Friday,2011-01-07
"[2, 12, 18, 30, 38]",10,0,5250913,Tuesday,2011-01-04
"[1, 12, 14, 32, 36]",16,0,22260024,Friday,2012-12-28
"[13, 14, 19, 23, 37]",3,0,18627388,Friday,2012-12-21
"[13, 34, 36, 37, 39]",16,0,15594971,Tuesday,2012-12-18
"[5, 13, 20, 29, 35]",14,0,13229967,Friday,2012-12-14
"[11, 16, 25, 28, 33]",1,0,10465960,Tuesday,2012-12-11
"[4, 17, 33, 42, 45]",10,0,8018201,Friday,2012-12-07
"[5, 11, 20, 34, 45]",20,0,5361273,Tuesday,2012-12-04
"[6, 25, 33, 42, 44]",14,0,2781938,Friday,2012-11-30
"[9, 17, 30, 34, 44]",18,1,21419053,Tuesday,2012-11-27
"[5, 33, 34, 37, 42]",5,0,18575466,Friday,2012-11-23
"[3, 17, 26, 28, 33]",1,0,15626564,Tuesday,2012-11-20
"[1, 4, 6, 14, 15]",12,0,13200190,Friday,2012-11-16
"[5, 7, 13, 18, 19]",8,0,10405168,Tuesday,2012-11-13
"[7, 14, 17, 27, 40]",16,0,8073621,Friday,2012-11-09
"[9, 17, 18, 37, 41]",9,0,5374926,Tuesday,2012-11-06
"[4, 11, 25, 26, 41]",12,0,2857986,Friday,2012-11-02
"[5, 16, 20, 41, 42]",20,1,7893131,Tuesday,2012-10-30
"[1, 8, 12, 19, 34]",18,0,5270904,Friday,2012-10-26
"[8, 23, 24, 31, 42]",6,0,2301953,Tuesday,2012-10-23
"[14, 17, 23, 35, 39]",3,1,44941661,Friday,2012-10-19
"[7, 9, 11, 29, 41]",8,0,41080485,Tuesday,2012-10-16
"[5, 10, 17, 35, 41]",16,0,37419930,Friday,2012-10-12
"[3, 5, 6, 22, 26]",17,0,33606907,Tuesday,2012-10-09
"[1, 9, 11, 39, 40]",18,0,30083660,Friday,2012-10-05
"[11, 18, 23, 31, 45]",13,0,26432919,Tuesday,2012-10-02
"[1, 6, 7, 40, 41]",17,0,23295245,Friday,2012-09-28
"[2, 28, 32, 34, 45]",17,0,19708960,Tuesday,2012-09-25
"[13, 16, 24, 39, 43]",4,0,17251586,Friday,2012-09-21
"[1, 27, 37, 40, 42]",16,0,14131336,Tuesday,2012-09-18
"[15, 18, 26, 33, 41]",7,0,11483145,Friday,2012-09-14
"[13, 32, 34, 36, 45]",10,0,8331832,Tuesday,2012-09-11
